,фаза 1-го луча,мощность 1-го луча,врем€ 1-го луча,AоD phi 1-го луча,AоD theta 1-го луча,AоA phi 1-го луча,Aој theta 1-го луча,фаза 2-го луча,мощность 2-го луча,врем€ 2-го луча,AоD phi 2-го луча,AоD theta 2-го луча,AоA phi 2-го луча,Aој theta 2-го луча,фаза 3-го луча,мощность 3-го луча,врем€ 3-го луча,AоD phi 3-го луча,AоD theta 3-го луча,AоA phi 3-го луча,Aој theta 3-го луча,фаза 4-го луча,мощность 4-го луча,врем€ 4-го луча,AоD phi 4-го луча,AоD theta 4-го луча,AоA phi 4-го луча,Aој theta 4-го луча,фаза 5-го луча,мощность 5-го луча,врем€ 5-го луча,AоD phi 5-го луча,AоD theta 5-го луча,AоA phi 5-го луча,Aој theta 5-го луча,фаза 6-го луча,мощность 6-го луча,врем€ 6-го луча,AоD phi 6-го луча,AоD theta 6-го луча,AоA phi 6-го луча,Aој theta 6-го луча,фаза 7-го луча,мощность 7-го луча,врем€ 7-го луча,AоD phi 7-го луча,AоD theta 7-го луча,AоA phi 7-го луча,Aој theta 7-го луча,фаза 8-го луча,мощность 8-го луча,врем€ 8-го луча,AоD phi 8-го луча,AоD theta 8-го луча,AоA phi 8-го луча,Aој theta 8-го луча,фаза 9-го луча,мощность 9-го луча,врем€ 9-го луча,AоD phi 9-го луча,AоD theta 9-го луча,AоA phi 9-го луча,Aој theta 9-го луча,фаза 10-го луча,мощность 10-го луча,врем€ 10-го луча,AоD phi 10-го луча,AоD theta 10-го луча,AоA phi 10-го луча,Aој theta 10-го луча,фаза 11-го луча,мощность 11-го луча,врем€ 11-го луча,AоD phi 11-го луча,AоD theta 11-го луча,AоA phi 11-го луча,Aој theta 11-го луча,фаза 12-го луча,мощность 12-го луча,врем€ 12-го луча,AоD phi 12-го луча,AоD theta 12-го луча,AоA phi 12-го луча,Aој theta 12-го луча,фаза 13-го луча,мощность 13-го луча,врем€ 13-го луча,AоD phi 13-го луча,AоD theta 13-го луча,AоA phi 13-го луча,Aој theta 13-го луча,фаза 14-го луча,мощность 14-го луча,врем€ 14-го луча,AоD phi 14-го луча,AоD theta 14-го луча,AоA phi 14-го луча,Aој theta 14-го луча,фаза 15-го луча,мощность 15-го луча,врем€ 15-го луча,AоD phi 15-го луча,AоD theta 15-го луча,AоA phi 15-го луча,Aој theta 15-го луча,x,y,z,N
437,51.188,-80.673,1.1181e-07,99.889,1.7449,80.01,-1.7,-27.387,-81.607,1.1603e-07,113.14,1.6372,67.003,-1.65,-151.33,-81.7,6.6348e-08,-106.87,2.5529,73.019,-2.9,-115.46,-82.024,1.1533e-07,-100.92,1.9001,100.32,-1.65,37.486,-84.046,6.675e-08,-108.32,3.1233,108.06,-2.85,-26.723,-85.725,1.0856e-07,102.99,1.8023,80.463,-1.75,-52.011,-85.817,1.0879e-07,102.99,1.7841,100.42,-1.75,-91.497,-87.3,1.151e-07,-100.07,2.0134,80.458,-1.65,-153.44,-87.833,1.1182e-07,101.31,1.744,80.46,-1.7,-176.42,-88.015,1.1205e-07,101.31,1.7275,100.42,-1.7,111.85,-89.025,1.6131e-07,96.791,1.0963,83.093,-1.2,59.884,-89.06,1.1533e-07,-100.07,1.9006,100.42,-1.65,31.762,-91.41,1.1535e-07,-99.702,3.0712,100.35,-1.125,-125.02,-91.585,1.1863e-07,-100.03,3.3019,100.15,-1.075,107.74,-91.931,1.1605e-07,113.13,4.0465,67.0,-1.075,12.0,25.0,1.5,5
438,159.65,-82.081,1.1272e-07,102.45,1.6804,102.27,-1.7,-3.684,-83.644,1.5646e-07,98.21,1.3616,81.643,-1.2,144.41,-85.981,1.1898e-07,-101.01,1.8293,79.006,-1.6,89.306,-87.229,1.1924e-07,-101.96,1.7057,101.61,-1.6,-127.82,-87.807,1.1244e-07,101.84,1.7,78.359,-1.7,-30.622,-88.052,1.1272e-07,101.84,1.6777,102.42,-1.7,-8.614,-88.357,1.1765e-07,114.71,1.5252,65.152,-1.65,-155.75,-88.499,1.0745e-07,101.54,5.6518,77.2,1.6698,171.85,-90.253,1.5646e-07,98.254,1.2872,81.65,-1.125,124.8,-90.552,1.1293e-07,102.39,-9.5588,102.3,-2.825,173.69,-91.035,1.5666e-07,98.951,1.4019,98.8,-1.125,-4.543,-91.43,1.5976e-07,98.254,1.2872,81.85,-1.075,163.11,-92.149,1.1914e-07,-100.65,-5.8274,79.0,-2.825,60.285,-92.935,1.0031e-07,-102.79,6.2316,76.3,1.7849,-168.75,-93.088,1.0954e-07,111.04,1.7264,80.463,-1.75,13.0,25.0,1.5,5
439,-92.736,-83.636,1.5698e-07,99.446,1.3314,80.443,-1.2,63.018,-85.712,8.207e-08,-129.48,1.9582,50.618,-2.35,-26.774,-88.33,1.5709e-07,99.49,-3.3994,80.45,-2.225,86.606,-90.006,1.5698e-07,99.523,1.3314,80.443,-1.2,-37.23,-90.085,1.5196e-07,-101.4,1.599,100.35,-1.25,82.659,-90.262,1.5698e-07,99.491,1.2828,80.45,-1.125,-130.56,-90.869,1.0087e-07,-105.58,1.7551,75.066,-1.9,59.577,-91.211,1.5721e-07,100.16,1.3969,100.0,-1.125,100.98,-92.591,1.0122e-07,-105.77,1.5622,105.68,-1.9,46.172,-93.163,1.5721e-07,99.523,1.3181,100.4,-1.2,39.266,-93.499,1.4137e-07,100.25,3.8008,79.05,1.4324,-99.652,-94.487,1.1477e-07,-104.63,2.1656,103.77,-1.65,111.09,-95.884,8.2604e-08,-128.35,13.14,50.15,1.575,-178.09,-95.914,1.5709e-07,99.489,-2.952,80.45,-2.325,-25.968,-96.086,1.0145e-07,-104.62,5.2691,106.15,1.875,14.0,25.0,1.5,5
443,176.9,-80.609,1.1477e-07,68.528,1.7328,68.503,-1.65,-87.845,-84.956,1.1526e-07,67.726,1.6946,112.07,-1.65,114.27,-85.455,1.2357e-07,-71.266,-3.8245,70.05,-2.275,-114.97,-87.585,1.1487e-07,69.33,-7.2919,68.45,-2.325,163.36,-88.889,1.1579e-07,119.75,1.6839,67.403,-1.65,-28.479,-90.979,1.2357e-07,-71.19,-2.3107,70.05,-2.425,-132.01,-92.393,1.5866e-07,74.295,1.3836,74.4,-1.125,-131.4,-92.574,1.5866e-07,74.644,1.2355,74.241,-1.2,-178.97,-93.341,1.6768e-07,-74.854,0.79927,75.44,-1.15,119.42,-93.743,1.1484e-07,68.564,-3.8608,68.5,-2.425,81.042,-94.524,1.5903e-07,74.076,1.3821,106.1,-1.075,38.35,-95.222,1.235e-07,-70.287,1.4929,70.062,-1.55,-13.939,-96.305,1.1499e-07,68.466,5.6633,68.55,1.4864,74.049,-96.334,1.236e-07,-81.87,1.4561,69.65,-1.55,-160.29,-96.39,1.5212e-07,-48.021,1.4062,47.786,-1.25,1.0,26.0,1.5,5
444,45.981,-84.245,1.2262e-07,-71.703,1.7704,71.251,-1.55,-135.47,-84.517,1.2574e-07,-112.0,-2.2351,67.5,-2.425,25.105,-88.154,1.1428e-07,68.933,1.5538,110.82,-1.7,151.18,-88.404,1.1372e-07,70.653,-11.886,70.05,-2.275,-69.358,-88.589,1.2567e-07,-111.8,2.0233,67.398,-1.5,78.471,-91.875,1.578e-07,75.778,1.286,75.442,-1.2,-136.76,-92.856,8.4673e-08,-128.13,2.3271,52.065,-2.25,51.76,-93.627,1.1367e-07,70.266,-4.3076,70.05,-2.425,143.67,-94.488,1.1359e-07,70.029,1.6084,70.062,-1.7,-65.74,-97.084,1.669e-07,-78.115,0.98248,75.44,-1.15,135.25,-97.149,1.499e-07,-48.855,0.69672,48.688,-1.3,-174.12,-98.109,1.5785e-07,77.31,1.2835,74.241,-1.2,54.069,-98.385,1.2008e-07,-61.024,1.4142,74.254,-1.6,74.554,-98.455,1.2276e-07,-71.729,3.5267,71.15,2.4343,18.535,-98.62,1.6201e-07,75.443,1.2452,104.55,-1.125,2.0,26.0,1.5,5
445,150.36,-83.496,1.1271e-07,71.542,1.6785,71.306,-1.7,-139.86,-83.736,1.2159e-07,-72.924,2.0985,72.752,-1.55,-60.303,-86.919,1.1314e-07,70.637,1.6439,109.27,-1.7,-106.54,-94.238,1.1861e-07,-66.562,1.8687,74.254,-1.6,-77.566,-95.485,1.217e-07,-68.777,2.0518,74.252,-1.55,97.948,-96.055,1.1898e-07,-66.562,1.752,106.57,-1.6,91.448,-96.512,1.609e-07,77.123,1.2542,77.05,-1.125,144.75,-97.083,1.2725e-07,-124.5,1.5461,67.398,-1.5,128.36,-97.243,1.2207e-07,-68.777,1.9368,106.56,-1.55,-115.39,-97.711,1.2173e-07,-73.124,3.5864,72.6,2.2533,123.5,-97.907,1.4074e-07,46.654,1.3953,47.788,-1.35,164.38,-98.02,1.1286e-07,71.408,3.9131,71.2,2.4281,-2.125,-98.2,1.612e-07,76.576,1.2514,103.4,-1.125,-6.074,-98.412,1.1036e-07,56.793,1.6595,74.26,-1.75,109.41,-98.795,1.1838e-07,-68.777,1.9459,89.06,-1.6,3.0,26.0,1.5,5
446,-42.019,-82.94,1.1168e-07,73.041,1.7613,72.957,-1.7,139.01,-85.821,1.1208e-07,72.289,1.7289,107.67,-1.7,-157.52,-86.852,1.1744e-07,-72.64,1.1108,74.256,-1.65,-109.38,-87.953,1.5156e-07,77.746,1.3321,-77.808,-1.25,52.508,-88.265,1.1782e-07,-72.64,2.1388,106.57,-1.6,133.11,-90.19,1.2103e-07,-75.031,2.8209,106.45,-1.075,-36.887,-90.226,1.2064e-07,-74.273,1.2117,74.254,-1.6,-30.13,-93.77,1.0873e-07,64.698,1.7931,74.26,-1.75,-48.151,-93.963,1.3863e-07,48.42,3.5112,48.25,1.625,158.29,-94.397,1.2101e-07,-74.273,1.0891,106.57,-1.6,24.421,-94.408,1.1179e-07,68.199,1.7515,74.258,-1.7,174.13,-95.819,1.091e-07,64.698,1.761,106.57,-1.75,-130.08,-96.347,1.1216e-07,68.199,1.7222,106.57,-1.7,-64.51,-96.508,1.1733e-07,-74.273,1.1458,89.062,-1.65,87.024,-96.583,1.1736e-07,-74.273,1.1351,91.813,-1.65,4.0,26.0,1.5,5
448,-92.806,-71.122,6.68e-08,-89.103,2.9725,90.537,-2.85,86.514,-71.174,6.68e-08,-89.995,2.9724,90.637,-2.85,-4.37,-72.513,7.1445e-08,-69.116,2.4602,69.202,-2.7,-16.727,-77.363,1.0668e-07,75.943,1.7538,75.862,-1.8,-138.07,-79.479,1.0701e-07,75.0,1.7224,104.78,-1.8,73.088,-80.469,1.0679e-07,89.475,1.746,90.32,-1.8,158.68,-80.512,1.1106e-07,-76.777,2.0423,-76.8,-1.7,67.421,-80.512,1.1137e-07,-76.78,1.9648,-103.91,-1.7,0.915,-80.579,1.0813e-07,-89.579,2.0382,-90.349,-1.75,-179.81,-80.619,1.0813e-07,-89.661,2.0381,-90.399,-1.75,100.24,-82.649,1.1966e-07,-77.955,1.5545,77.405,-1.6,-116.53,-83.054,1.4701e-07,79.822,1.3013,-80.103,-1.3,34.413,-86.152,8.4673e-08,-51.872,2.3271,52.065,-2.25,-128.31,-86.758,1.2013e-07,-89.544,1.44,90.31,-1.6,-69.096,-86.982,1.0693e-07,84.724,1.7344,91.82,-1.8,6.0,26.0,1.5,5
449,-136.35,-71.14,6.685e-08,-92.057,2.9512,87.683,-2.85,-14.336,-71.162,6.6916e-08,-93.371,2.9227,93.441,-2.85,64.49,-74.938,1.0349e-07,91.476,1.8331,88.521,-1.85,48.634,-75.306,7.0542e-08,-71.383,2.8029,71.204,-2.7,-71.023,-76.868,1.0592e-07,77.695,1.8267,77.613,-1.8,-170.33,-79.163,7.0983e-08,-70.183,2.6346,109.8,-2.7,-25.892,-80.577,1.0816e-07,-91.61,2.03,-88.598,-1.75,116.74,-80.746,1.082e-07,-91.681,2.0192,-92.15,-1.75,-133.62,-81.245,1.1683e-07,-90.833,1.4076,88.662,-1.65,-68.154,-81.845,1.1048e-07,-78.087,2.1883,-78.151,-1.7,-133.24,-81.971,1.1076e-07,-77.869,1.3565,-102.55,-1.75,151.0,-83.113,1.4483e-07,91.134,1.4556,-88.955,-1.3,-150.0,-83.603,7.3232e-08,-114.09,2.7067,114.24,-2.6,41.129,-83.618,1.535e-07,90.941,1.2097,88.996,-1.25,-104.39,-83.951,1.4657e-07,81.04,1.3319,-81.103,-1.3,7.0,26.0,1.5,5
450,35.211,-71.213,6.7066e-08,-94.897,2.859,84.83,-2.85,-156.77,-74.249,6.9542e-08,-73.989,2.7431,73.81,-2.75,-56.941,-74.956,1.0363e-07,93.292,1.8191,86.67,-1.85,48.366,-74.974,1.0372e-07,94.223,1.8104,94.024,-1.85,35.479,-77.166,6.9925e-08,-72.552,2.5926,107.2,-2.75,-150.87,-80.512,1.0996e-07,-79.698,1.5602,-100.5,-1.75,-126.9,-80.515,1.0973e-07,-80.185,1.6206,-80.194,-1.75,-141.97,-80.563,1.0829e-07,-93.596,1.9946,-86.848,-1.75,-35.898,-80.894,1.0838e-07,-93.635,1.9731,-93.901,-1.75,-127.02,-81.232,1.1703e-07,-94.14,1.3589,93.564,-1.65,119.0,-81.235,1.1695e-07,-92.993,2.2021,87.059,-1.6,64.37,-83.106,1.4493e-07,92.581,1.4484,-87.655,-1.3,-170.78,-83.348,1.4499e-07,92.872,1.4441,-92.906,-1.3,-40.533,-83.611,1.5359e-07,92.143,1.2033,87.746,-1.25,-48.255,-83.798,1.4609e-07,82.281,1.3656,-82.404,-1.3,8.0,26.0,1.5,5
452,-49.649,-71.515,6.7988e-08,-100.56,2.9219,79.22,-2.8,-106.25,-72.931,6.825e-08,-101.98,2.814,101.85,-2.8,141.87,-75.085,1.0423e-07,97.02,1.7592,83.018,-1.85,168.0,-75.857,1.044e-07,97.9,1.7424,97.676,-1.85,80.099,-80.539,1.0887e-07,-97.225,1.8438,-83.346,-1.75,18.052,-81.212,1.1748e-07,-96.264,2.0727,83.808,-1.6,61.741,-81.844,1.1763e-07,-97.298,1.2116,96.815,-1.65,52.431,-83.09,1.4536e-07,95.06,1.4177,-85.004,-1.3,122.29,-83.586,1.4548e-07,95.325,1.409,-95.557,-1.3,-31.749,-83.597,1.54e-07,94.485,1.1759,85.245,-1.25,-95.605,-86.04,1.0427e-07,96.935,5.1567,83.0,-1.125,83.057,-86.476,1.0758e-07,96.879,5.1573,83.25,-1.075,-69.36,-86.819,1.0444e-07,97.788,5.1468,97.7,-1.125,114.3,-87.177,1.0775e-07,97.609,5.149,97.45,-1.075,70.602,-87.574,1.1507e-07,-110.26,1.8304,-70.005,-1.65,10.0,26.0,1.5,5
453,103.59,-75.183,1.0469e-07,98.658,1.7139,81.167,-1.85,92.222,-76.204,1.049e-07,99.514,1.925,99.524,-1.8,25.185,-81.198,1.1789e-07,-97.248,1.975,82.157,-1.6,35.591,-82.025,1.1808e-07,-99.066,1.9286,98.413,-1.6,127.47,-83.08,1.4569e-07,96.415,1.3943,-83.704,-1.3,59.469,-83.588,1.5431e-07,95.973,1.155,84.045,-1.25,170.23,-83.716,1.4584e-07,96.661,1.3835,-96.857,-1.3,-133.61,-86.14,1.0473e-07,98.81,5.1335,81.2,-1.125,57.996,-86.452,1.0803e-07,98.679,5.1353,81.5,-1.075,165.24,-86.633,1.1987e-07,-97.445,1.5036,82.307,-1.6,-145.01,-87.162,1.0494e-07,99.626,5.1217,99.5,-1.125,-140.64,-87.207,1.0473e-07,95.194,1.9426,80.465,-1.8,176.1,-87.526,1.2006e-07,-98.299,2.2996,98.311,-1.55,-146.15,-88.629,7.9276e-08,-122.57,2.5151,57.375,-2.4,-11.226,-88.983,1.5895e-07,-95.712,1.258,-84.214,-1.2,11.0,26.0,1.5,5
454,6.665,-80.405,1.0853e-07,100.21,1.8099,79.712,-1.75,-47.743,-81.187,1.1839e-07,-98.842,1.8553,80.556,-1.6,-34.719,-81.594,1.0878e-07,100.92,1.572,100.97,-1.8,-70.315,-82.232,1.1861e-07,-100.56,1.8009,100.01,-1.6,-37.203,-82.52,6.9542e-08,-106.01,2.7431,73.81,-2.75,167.76,-84.607,6.9925e-08,-107.45,2.5926,107.2,-2.75,-119.78,-87.555,1.0533e-07,105.26,1.882,80.465,-1.8,-146.59,-87.884,1.0556e-07,105.26,1.86,100.42,-1.8,125.27,-88.545,1.1839e-07,-99.057,1.8549,80.456,-1.6,91.875,-88.832,1.58e-07,96.886,1.276,82.943,-1.2,135.89,-89.16,1.0856e-07,102.99,1.8066,80.463,-1.75,-7.395,-89.344,6.9977e-08,-104.07,10.306,72.55,2.2595,110.49,-89.456,1.0879e-07,102.99,1.7869,100.42,-1.75,177.62,-90.184,7.0542e-08,-108.62,2.8029,71.204,-2.7,104.94,-90.186,1.184e-07,-99.519,2.8341,80.6,-1.125,12.0,26.0,1.5,5
455,-33.785,-83.452,1.5316e-07,98.231,1.2317,81.444,-1.25,-164.81,-86.249,1.2225e-07,-100.71,1.7931,79.304,-1.55,146.03,-87.449,1.2251e-07,-101.23,0.88421,101.31,-1.6,-111.53,-88.087,1.0396e-07,102.48,1.7836,77.365,-1.85,77.797,-88.845,1.1463e-07,115.39,1.7484,64.452,-1.65,167.18,-89.272,1.0426e-07,103.3,1.7528,103.33,-1.85,141.14,-90.156,1.5316e-07,98.658,1.3932,81.5,-1.125,-18.996,-90.249,7.0983e-08,-109.82,2.6346,109.8,-2.7,32.309,-90.578,1.0451e-07,102.64,6.2331,103.9,1.625,145.21,-90.894,1.0919e-07,104.04,1.7538,78.362,-1.75,138.51,-91.063,1.5337e-07,99.097,1.3916,99.0,-1.125,79.886,-91.076,1.0947e-07,104.04,1.7267,102.42,-1.75,-33.738,-91.291,1.5646e-07,98.235,1.3948,81.65,-1.075,-131.88,-91.728,1.224e-07,-100.59,-4.7503,79.3,-2.825,179.66,-92.922,1.2265e-07,-101.43,-4.7368,101.3,-2.825,13.0,26.0,1.5,5
456,78.889,-85.996,8.8929e-08,-49.355,2.1433,48.609,-2.15,-27.532,-86.295,8.4673e-08,-128.13,2.3271,52.065,-2.25,-137.89,-90.003,1.5369e-07,100.05,1.1941,80.444,-1.25,9.152,-90.214,1.5524e-07,-100.19,0.82014,100.15,-1.25,14.154,-91.252,1.5392e-07,100.14,1.3873,100.25,-1.125,-40.914,-91.472,1.041e-07,-104.43,1.6431,75.514,-1.85,11.255,-91.977,1.5393e-07,100.05,1.1777,100.4,-1.25,-160.4,-93.041,1.0444e-07,-105.35,1.5527,105.18,-1.85,-142.8,-93.042,1.043e-07,-104.12,5.1629,75.1,1.9378,-12.509,-93.337,1.381e-07,100.58,3.9159,78.8,1.4666,-175.38,-93.532,1.1909e-07,116.18,1.6269,63.7,-1.6,-94.753,-93.913,8.9298e-08,-49.43,9.2247,48.35,1.625,-106.99,-94.067,8.893e-08,-47.727,2.1429,48.659,-2.15,-69.017,-94.927,1.3836e-07,101.08,4.1004,101.75,1.375,-102.58,-95.053,1.182e-07,-102.84,4.7956,103.8,1.6582,14.0,26.0,1.5,5
460,-30.437,-80.364,1.1167e-07,68.015,1.7727,67.855,-1.7,-25.316,-84.859,1.2686e-07,-70.7,1.5996,70.299,-1.5,53.232,-85.012,1.1218e-07,67.112,1.7244,112.72,-1.7,35.071,-87.44,1.1177e-07,69.008,-7.399,67.8,-2.375,82.976,-88.462,1.2693e-07,-70.006,-3.0634,70.35,-2.275,-85.516,-89.258,1.2756e-07,-112.65,1.4435,69.649,-1.5,-60.781,-92.183,1.5545e-07,73.876,1.0666,74.243,-1.25,97.555,-92.427,1.709e-07,-75.654,1.4798,75.439,-1.1,-66.253,-94.655,1.2693e-07,-70.675,-2.3812,70.3,-2.375,-36.66,-94.939,1.5582e-07,73.454,1.379,106.4,-1.125,-37.125,-95.312,1.5583e-07,73.876,1.0399,106.55,-1.25,-102.37,-95.581,1.1175e-07,67.7,-5.1108,67.9,-2.425,128.54,-96.015,1.1191e-07,67.719,6.085,67.95,1.425,-160.76,-96.94,1.2664e-07,-71.119,1.6389,70.062,-1.5,-83.555,-97.683,1.1215e-07,67.522,-7.8873,68.0,1.4757,1.0,27.0,1.5,5
461,-58.466,-80.288,1.1046e-07,69.625,1.629,69.457,-1.75,-164.75,-84.314,1.2578e-07,-71.865,1.7931,71.75,-1.5,-170.48,-88.45,1.1117e-07,68.476,1.8199,111.47,-1.7,164.75,-92.151,1.5457e-07,75.202,1.3909,75.25,-1.125,162.44,-92.717,1.5457e-07,74.617,1.1296,75.443,-1.25,95.706,-94.295,1.1086e-07,63.089,-40.763,69.55,-2.275,33.485,-94.309,1.5492e-07,74.906,1.389,105.25,-1.125,69.92,-94.973,1.2882e-07,-107.27,1.2514,67.398,-1.5,-131.19,-95.421,1.1054e-07,69.34,-5.1684,69.5,-2.475,136.4,-95.92,1.1046e-07,69.212,1.6291,70.062,-1.75,87.591,-96.603,1.107e-07,69.332,6.1522,69.55,1.5039,116.59,-96.665,1.546e-07,76.577,1.1264,74.243,-1.25,22.818,-97.193,1.2304e-07,-63.63,1.5984,74.252,-1.55,-126.11,-98.284,1.1095e-07,69.049,-8.5079,69.6,1.5047,-132.76,-98.354,1.2592e-07,-71.886,3.2797,71.65,2.3721,2.0,27.0,1.5,5
462,-6.356,-83.427,1.0955e-07,70.971,1.7179,70.758,-1.75,-13.291,-83.842,1.2478e-07,-73.365,1.2793,73.202,-1.55,131.84,-87.062,1.1e-07,69.938,1.6741,109.83,-1.75,111.69,-92.348,1.2169e-07,-68.806,1.8428,74.252,-1.55,-153.64,-93.391,1.3011e-07,-118.09,1.7236,67.397,-1.45,102.96,-93.802,1.2482e-07,-70.686,1.2746,74.252,-1.55,-42.334,-93.99,1.2207e-07,-68.806,1.7758,106.56,-1.55,-49.605,-95.422,1.252e-07,-70.686,1.2067,106.56,-1.55,16.89,-96.452,1.5765e-07,76.688,1.3514,76.8,-1.125,-106.18,-97.354,1.5381e-07,79.04,1.1833,75.443,-1.25,144.92,-97.363,1.0996e-07,65.116,-41.25,70.85,-2.275,-156.85,-97.375,1.0934e-07,71.641,1.7385,70.062,-1.75,14.363,-97.631,1.2492e-07,-73.56,3.4853,73.05,2.1968,3.356,-98.177,1.0971e-07,70.784,4.0401,70.65,2.4963,18.418,-98.195,1.2491e-07,-72.695,11.249,73.25,-0.825,3.0,27.0,1.5,5
463,-25.046,-78.893,1.2064e-07,-74.52,1.3733,74.254,-1.6,-172.9,-82.826,1.085e-07,72.446,1.8227,72.459,-1.75,154.22,-85.352,1.2064e-07,-74.469,1.3733,74.254,-1.6,-81.809,-85.618,9.1457e-08,-50.185,2.031,50.009,-2.1,-2.423,-85.871,1.0891e-07,71.593,1.7816,108.18,-1.75,-174.96,-87.735,1.483e-07,77.334,1.2029,-77.552,-1.3,126.38,-88.005,1.2065e-07,-73.955,2.8958,74.3,-1.125,-11.004,-89.501,1.2101e-07,-74.325,1.302,106.57,-1.6,-25.718,-90.364,1.2102e-07,-73.909,2.8951,106.35,-1.075,44.714,-93.306,1.2386e-07,-75.778,1.4474,74.252,-1.55,0.08,-95.801,1.0577e-07,59.981,1.8438,74.262,-1.8,-71.424,-96.306,1.5692e-07,78.169,1.3592,77.95,-1.125,145.2,-96.327,1.0873e-07,64.699,1.7973,74.26,-1.75,30.542,-96.333,1.2055e-07,-75.778,1.3896,89.06,-1.6,-177.87,-96.39,1.2058e-07,-75.778,1.3835,91.811,-1.6,4.0,27.0,1.5,5
465,-91.127,-71.545,7.0131e-08,-89.356,2.5833,90.529,-2.75,-107.53,-77.219,1.0345e-07,75.491,1.8351,75.414,-1.85,121.6,-79.478,1.0379e-07,74.67,1.7943,105.28,-1.85,73.658,-80.194,1.0346e-07,89.643,1.8349,90.372,-1.85,-127.53,-80.774,1.1431e-07,-76.982,1.3908,-77.201,-1.7,149.45,-80.777,1.1461e-07,-76.519,1.848,-103.47,-1.65,0.327,-80.842,1.1146e-07,-89.791,1.8658,-90.356,-1.7,76.105,-80.994,7.5273e-08,-68.705,2.4788,111.34,-2.55,167.47,-82.83,1.2291e-07,-78.011,1.611,77.753,-1.55,-157.22,-86.813,7.4569e-08,-70.132,2.6467,70.062,-2.55,-129.14,-86.996,1.2347e-07,-89.671,1.527,90.308,-1.55,-84.859,-87.279,1.0361e-07,83.772,1.8187,91.823,-1.85,122.46,-87.331,1.0358e-07,83.772,1.8221,89.071,-1.85,-99.882,-88.016,1.0362e-07,82.875,1.8157,91.773,-1.85,106.91,-88.053,1.0359e-07,82.875,1.8192,89.121,-1.85,6.0,27.0,1.5,5
466,-132.58,-71.56,7.0179e-08,-92.206,2.8704,87.822,-2.7,-7.847,-71.581,7.0242e-08,-93.222,2.8532,93.279,-2.7,63.912,-74.656,1.0016e-07,91.534,1.9565,88.474,-1.9,-160.43,-75.361,7.3705e-08,-72.108,2.5573,72.049,-2.6,-140.76,-76.688,1.0266e-07,77.305,1.9297,77.215,-1.85,125.14,-78.524,1.0296e-07,76.409,1.8932,103.48,-1.85,-2.711,-78.873,7.4126e-08,-71.15,2.454,108.94,-2.6,-25.726,-80.84,1.1149e-07,-91.652,1.8607,-88.656,-1.7,118.3,-81.002,1.1153e-07,-92.063,1.8539,-92.057,-1.7,-133.52,-81.49,1.2016e-07,-91.082,1.489,88.71,-1.6,-8.311,-82.052,1.1374e-07,-78.403,1.4827,-78.501,-1.7,-66.233,-82.165,1.1402e-07,-77.866,1.9444,-102.17,-1.65,151.62,-82.911,1.415e-07,91.339,1.3578,-88.95,-1.35,41.863,-83.428,1.5016e-07,91.151,1.4783,88.996,-1.25,-139.13,-83.775,1.4328e-07,80.814,1.1995,-80.898,-1.35,7.0,27.0,1.5,5
467,47.91,-71.627,7.0384e-08,-94.71,2.8146,85.069,-2.7,-44.075,-74.41,7.2748e-08,-74.594,2.4964,74.555,-2.65,-61.561,-74.673,1.003e-07,93.469,1.9382,86.573,-1.9,41.289,-74.694,1.0039e-07,94.293,1.927,94.177,-1.9,163.51,-77.085,7.3114e-08,-73.467,2.7042,106.43,-2.6,-86.436,-80.782,1.1301e-07,-80.28,1.6036,-80.502,-1.7,-138.33,-80.828,1.1162e-07,-93.486,1.8384,-86.955,-1.7,-30.173,-81.15,1.117e-07,-93.37,1.8249,-93.808,-1.7,-122.21,-81.477,1.2035e-07,-93.889,1.4582,93.461,-1.6,122.0,-81.479,1.2028e-07,-92.547,1.4698,87.109,-1.6,63.046,-82.903,1.416e-07,92.686,1.3486,-87.599,-1.35,-173.56,-83.153,1.4166e-07,92.712,1.343,-93.001,-1.35,-41.588,-83.42,1.5026e-07,92.169,1.4701,87.696,-1.25,-73.473,-83.613,1.4279e-07,81.898,1.2427,-82.248,-1.35,40.188,-84.497,1.5932e-07,-83.477,1.1944,82.993,-1.2,8.0,27.0,1.5,5
469,0.835,-71.903,7.1264e-08,-100.08,2.5796,79.713,-2.7,-44.772,-73.219,7.1514e-08,-101.44,2.5142,101.29,-2.7,119.92,-74.812,1.0092e-07,97.16,1.8602,82.771,-1.9,140.99,-75.624,1.011e-07,97.917,1.8382,97.979,-1.9,98.601,-80.804,1.1218e-07,-96.937,1.7438,-83.553,-1.7,33.757,-81.458,1.208e-07,-95.842,1.3882,83.958,-1.6,81.272,-82.073,1.2094e-07,-96.589,1.9152,96.66,-1.55,42.306,-82.887,1.4204e-07,95.289,1.3093,-84.899,-1.35,109.79,-83.393,1.4216e-07,95.703,1.2981,-95.652,-1.35,-40.53,-83.405,1.5067e-07,94.576,1.4352,85.145,-1.25,-132.92,-86.548,1.0098e-07,97.327,6.2889,82.8,-1.125,47.703,-86.845,1.0429e-07,96.921,6.2944,83.0,-1.075,-111.74,-87.356,1.0115e-07,98.081,6.2778,97.95,-1.125,-119.06,-87.415,1.1821e-07,-109.66,1.7894,-70.562,-1.6,74.252,-87.576,1.0446e-07,97.808,6.2819,97.7,-1.075,10.0,27.0,1.5,5
